task,gpt56_score,r16_reward,r16_n,glm52_verifier_mean,glm52_composite_mean,glm52_n
mesh-blast-radius-audit,0.25,,,0.7500,0.7476,8
methane-survey-sizer,0.25,,,0.1250,0.1846,8
microstrain-cycle-audit,0.25,,,1.0000,1.0000,8
midi-parser-repair,0.25,,,0.1250,0.3568,8
mini-imagenet-onnx-classifier,0.25,,,0.5000,0.6146,8
mirror-transaction-planner,0.25,,,0.0000,0.2957,8
morton-tile-rollup-fix,0.25,,,0.3750,0.5510,8
museum-exposure-audit-fix,0.25,,,0.6250,0.6415,8
netburst-ledger-audit,0.25,,,0.0000,0.2898,8
nfs-delegation-reconcile,0.25,,,0.7500,0.7766,8
offline-asset-provenance,0.25,,,1.0000,0.9625,8
openldap-cairn-commission,0.25,,,0.1250,0.3575,8
optical-coating-planner,0.25,,,0.5000,0.6297,8
orbit-mosaic-planner,0.25,,,0.0000,0.2580,8
orchard-coolroom-ledger,0.25,,,0.0000,0.2053,8
orchard-robot-planner,0.25,,,0.0000,0.2789,8
pagination-fixture-audit,0.25,,,0.5000,0.6442,8
payment-ledger-splitter,0.25,,,0.0000,0.1916,8
phosphor-queue-service,0.25,,,0.0000,0.2895,8
pki-certificate-rotation,0.25,,,0.8750,0.9125,8
pruned-vendor-closure,0.25,,,0.8750,0.8582,8
quartz-cut-planner,0.25,,,0.0000,0.1615,8
rain-gauge-trust-window,0.25,,,0.1250,0.3406,8
recover-framing-encoder,0.25,,,0.5000,0.6125,8
release-approval-audit,0.25,,,0.1250,0.3776,8
replay-arena-allocator,0.25,,,0.5000,0.6448,8
rhgd-cache-grant-recovery,0.25,,,0.0000,0.2528,8
rift-ledger-rebalance,0.25,,,0.6250,0.7320,8
river-conformal-coverage,0.25,,,0.6250,0.6897,8
rsa-shared-prime-audit,0.25,,,0.7500,0.8075,8
rsa-shared-prime-decrypt,0.25,,,0.0000,0.1810,8
rune-tide-router,0.25,,,0.0000,0.2694,8
scenario-factory-simulator,0.25,,,0.1250,0.3786,8
sealed-tile-solver,0.25,,,0.0000,0.2234,8
seismic-velocity-inversion,0.25,,,0.5000,0.6237,8
semantic-impact-diff,0.25,,,0.5000,0.6125,8
sensor-probe-sizing,0.25,,,0.5000,0.5000,8
separation-nut-allotter,0.25,,,0.3750,0.5250,8
sequential-label-inference,0.25,,,0.7500,0.8163,8
shakeout-plan-optimizer,0.25,,,0.5000,0.5882,8
shard-failover-ledger,0.25,,,0.1250,0.3753,8
skein-deterministic-locks,0.25,,,0.7500,0.8063,8
sortie-coverage-optimizer,0.25,,,0.1250,0.2104,8
ssh-bastion-auth,0.25,,,0.3750,0.5546,8
sterile-cycle-fix,0.25,,,0.8750,0.8769,8
streaming-topk-repair,0.25,,,0.0000,0.2674,8
sudo-replay-blindspot,0.25,,,1.0000,0.8750,8
swatch-board-pipeline-fix,0.25,,,0.7500,0.7339,8
systemd-hardening-report,0.25,,,0.1250,0.1570,8
tessera-nip-allocation,0.25,,,0.6250,0.6913,8
tfidf-token-router,0.25,,,0.7500,0.7846,8
tidelab-assay-runner,0.25,,,0.5000,0.6464,8
timeline-pack-alignment,0.25,,,0.8750,0.9007,8
tle-conjunction-planner,0.25,,,0.3750,0.5250,8
tuf-policy-verifier,0.25,,,0.7500,0.8135,8
udca-clustered-cox,0.25,,,0.2500,0.4121,8
ultrasonic-flow-recovery,0.25,,,0.0000,0.3000,8
velo-channel-authority,0.25,,,0.0000,0.2486,8
versioned-rope-markers,0.25,,,1.0000,0.9938,8
vibroseis-sweep-optimizer,0.25,,,0.6250,0.6612,8
video-compositing-pipeline,0.25,,,0.7500,0.7804,8
vrrp-flap-arbiter,0.25,,,0.6250,0.7375,8
vt-stream-replayer,0.25,,,0.0000,0.2966,8
wal-seq-orphan-merge,0.25,,,1.0000,0.8927,8
wall-gap-sizing,0.25,,,0.2500,0.4600,8
wallet-replay-order-fix,0.25,,,0.0000,0.2901,8
water-retrofit-portfolio,0.25,,,0.5000,0.6125,8
wavmini-parser-hardening,0.25,,,0.3750,0.5144,8
wind-derate-rebinner,0.25,,,0.8750,0.8871,8
workflow-log-reconciler,0.25,,,0.7500,0.8041,8
abicheck-service-provisioning,0.125,,,0.8750,0.9125,8
abradable-coupon-allocation,0.125,,,0.2500,0.4418,8
accrual-handoff-rollup-audit,0.125,,,0.8750,0.8966,8
adaptive-bdf-ode,0.125,,,0.0000,0.2638,8
allocator-trace-resurrection,0.125,,,0.5000,0.5533,8
annealing-tsp-report-fix,0.125,,,0.0000,0.1561,8
apparmor-stack-compiler,0.125,,,0.5000,0.6269,8
arm-lineage-drift,0.125,,,0.3750,0.5603,8
ataxx-red-win,0.125,,,0.7500,0.7296,8
backup-retention-governance,0.125,,,0.5000,0.5919,8
beam-envelope-atomicity,0.125,,,0.0000,0.1913,8
bind-reconcile-ledger-fix,0.125,,,0.0000,0.3000,8
bond-spread-bias-panel,0.125,,,0.7500,0.7718,8
borgindex-repair-journal,0.125,,,0.2500,0.3974,8
brass-crack-rating,0.125,,,0.7500,0.7200,8
broker-lane-sealing,0.125,,,0.1250,0.3875,8
calculus-report-analyzer,0.125,,,0.1250,0.3180,8
capsule-build-sizer,0.125,,,0.5000,0.5500,8
catalog-image-pipeline,0.125,,,0.0000,0.2292,8
certificate-renewal-budget,0.125,,,0.6250,0.6587,8
checkpoint-report-recovery,0.125,,,0.0000,0.2839,8
checkpointed-bundle-replay,0.125,,,0.0000,0.2964,8
choke-shot-allocator,0.125,,,0.7500,0.8206,8
chorale-harmony-calibrator,0.125,,,0.2500,0.4656,8
cinderlink-game-victory,0.125,,,0.6250,0.5728,8
cipher-hunt-solver,0.125,,,,,0
circle-square-onnx,0.125,,,0.2500,0.4509,8
clad-reclaim-planner,0.125,,,0.5000,0.6055,8
cmaf-origin-contract,0.125,,,0.8750,0.8904,8
coking-blend-scheduler,0.125,,,0.0000,0.1527,8
combo-script-replayer,0.125,,,0.0000,0.2656,8
compose-inference-hardening,0.125,,,0.1250,0.3594,8
context-buffer-gateway,0.125,,,0.0000,0.1837,8
converter-qualification-planner,0.125,,,0.6250,0.7000,8
coupled-tank-valve-control,0.125,,,0.0000,0.1166,8
crdt-causal-replay,0.125,,,0.7500,0.7875,8
datagram-journal-reasm,0.125,,,0.5000,0.5782,8
dependency-gap-reporter,0.125,,,0.2500,0.3250,8
desk-hold-reconcile,0.125,,,0.0000,0.2902,8
device-scatter-replay-gap,0.125,,,0.8750,0.8726,8
dhcp-lease-reconciliation,0.125,,,0.0000,0.1817,8
dispatch-vm-recovery,0.125,,,0.2500,0.4144,8
ecm-signoff-optimizer,0.125,,,0.0000,0.1625,8
egress-acl-delegation,0.125,,,0.5000,0.6500,8
elf-build-id-gate,0.125,,,0.2500,0.3848,8
evm-gas-depth-audit,0.125,,,0.0000,0.2775,8
ferry-dispatch-reconciliation,0.125,,,0.1250,0.3855,8
filter-wheel-scheduler,0.125,,,0.7500,0.8114,8
fv-checkpoint-reports,0.125,,,0.7500,0.8250,8
fx-ledger-replay-repair,0.125,,,0.1250,0.2882,8
gallery-latch-handoff,0.125,,,0.0000,0.2509,8
gas-lift-balance-ledger,0.125,,,0.0000,0.2625,8
geodetic-trust-gate,0.125,,,0.1250,0.3549,8
glyph-ferry-engine,0.125,,,0.1250,0.2458,8
gnss-multipath-position,0.125,,,0.0000,0.2713,8
go-unconditional-life,0.125,,,0.0000,0.2875,8
gomod-sum-reconcile-audit,0.125,,,0.6250,0.7375,8
grantd-chain-decider,0.125,,,1.0000,0.9310,8
grocery-coldstart-ranker,0.125,,,1.0000,0.9946,8
haproxy-replay-idempotency,0.125,,,0.0000,0.2795,8
harbor-berth-scheduler,0.125,,,0.5000,0.6449,8
hbm-spare-remediation-planner,0.125,,,0.7500,0.8186,8
hide-tannage-optimizer,0.125,,,0.0000,0.3000,8
hnefatafl-citadel-referee,0.125,,,0.0000,0.2979,8
horizon-risk-scorer,0.125,,,0.3750,0.5273,8
host-key-rollover-audit,0.125,,,0.0000,0.2550,8
hsm-custody-ledger-scan,0.125,,,0.7500,0.8027,8
image-segment-confidence,0.125,,,0.7143,0.7274,7
infer-graph-labels,0.125,,,0.2500,0.3088,8
inode-carry-parity,0.125,,,0.0000,0.2500,8
ion-chamber-calibration-report,0.125,,,0.1250,0.1500,8
jump-readiness-allocation,0.125,,,0.5000,0.5422,8
kill-path-score-drift,0.125,,,0.2500,0.4389,8
kube-token-profile,0.125,,,0.2500,0.3503,8
lane-trace-recovery,0.125,,,0.0000,0.3000,8
laser-sweep-allocator,0.125,,,0.1250,0.3809,8
ledger-journal-reconciler,0.125,,,0.2500,0.4618,8
ledger-state-chain,0.125,,,0.3750,0.4875,8
ledgerauth-token-migration,0.125,,,0.1250,0.3846,8
lineage-stamp-replay-fix,0.125,,,0.0000,0.2125,8
lot-sizing-credit-lines,0.125,,,1.0000,0.9952,8
lowess-delta-robustness,0.125,,,0.3750,0.5455,8
m7-trace-replay-repair,0.125,,,0.2500,0.4595,8
match-strike-allocation,0.125,,,0.5000,0.6467,8
mbox-thread-dedup,0.125,,,0.2500,0.4389,8
merge-preview-contract,0.125,,,0.0000,0.2169,8
mesh-recovery-replay-drift,0.125,,,1.0000,1.0000,8
metabolic-risk-prediction,0.125,,,0.0000,0.2766,8
meteor-probe-sizer,0.125,,,0.0000,0.2104,8
meter-ingest-sealer,0.125,,,0.6250,0.7375,8
milk-grading-audit,0.125,,,0.0000,0.2812,8
mls-welcome-audit,0.125,,,0.0000,0.2422,8
natural-spline-sensitivities,0.125,,,0.0000,0.2470,8
node-workspace-release-artifacts,0.125,,,0.0000,0.2536,8
ntp-drift-forensics,0.125,,,0.7500,0.7800,8
oci-layer-extraction-gate,0.125,,,0.1250,0.2477,8
offset-press-scheduler,0.125,,,0.1250,0.3875,8
opal-weakest-batch,0.125,,,0.2500,0.4750,8
optical-link-sweep-planner,0.125,,,0.3750,0.5271,8
otp-circuit-breaker,0.125,,,0.1250,0.3828,8
oxboys-growth-mixed-model,0.125,,,0.5000,0.5816,8
pack-coverage-scoring-fix,0.125,,,0.1250,0.3500,8
parasitoid-lot-sizer,0.125,,,0.2500,0.4485,8
parity-dynamic-graph-xor,0.125,,,0.3750,0.5488,8
pcm-mel-roundtrip-reconcile,0.125,,,0.5000,0.6169,8
petri-deadlock-witness,0.125,,,0.0000,0.2865,8
pki-revocation-planner,0.125,,,0.6250,0.7334,8
powder-scan-planner,0.125,,,0.3750,0.5025,8
printer-endpoint-trace,0.125,,,0.1250,0.2510,8
protonation-ensemble-report,0.125,,,0.1250,0.3402,8
psis-bayesian-mortality,0.125,,,0.0000,0.1721,8
quorum-plate-calibration,0.125,,,0.3750,0.4787,8
quorum-vip-ledger,0.125,,,0.2500,0.3934,8
quorumforge-reserve-planner,0.125,,,0.0000,0.2865,8
quota-grace-replay,0.125,,,0.0000,0.2625,8
r-pk-nca-pipeline,0.125,,,0.5000,0.6480,8
raid-cache-recovery,0.125,,,0.0000,0.2555,8
rally-backend-repair,0.125,,,0.8750,0.7923,8
redis-config-audit,0.125,,,0.2500,0.4356,8
relative-word-labels,0.125,,,0.3750,0.4678,8
relax-naf-tag-divergence,0.125,,,0.0000,0.2184,8
replay-audit-fence,0.125,,,0.0000,0.2029,8
reservoir-log-reconstruction,0.125,,,0.0000,0.2546,8
resolver-state-rebuild,0.125,,,0.0000,0.1862,8
resume-kerberos-timex-replay,0.125,,,0.0000,0.2349,8
resume-seal-continuity,0.125,,,0.7500,0.6739,8
robust-evacuation-planner,0.125,,,0.2500,0.4365,8
robust-lowess-delta,0.125,,,0.6250,0.7328,8
robust-payout-router,0.125,,,0.2500,0.4062,8
robust-retry-budgeting,0.125,,,0.0000,0.2062,8
robust-salvage-sizing,0.125,,,0.1250,0.2860,8
robust-search-allocation,0.125,,,0.1250,0.3346,8
robust-shopping-policy-eval,0.125,,,0.2500,0.4223,8
rollout-adjudicator,0.125,,,0.0000,0.2462,8
rpm-transaction-replay,0.125,,,0.5000,0.6500,8
rsa-padding-classifier,0.125,,,0.0000,0.2920,8
rust-resolver-inference,0.125,,,1.0000,0.9337,8
rust-resolver-spec-fix,0.125,,,0.0000,0.2457,8
sandbox-policy-reconciliation,0.125,,,0.0000,0.2250,8
secure-tar-extractor,0.125,,,0.3750,0.5460,8
segment-audit-sweep,0.125,,,0.5000,0.6192,8
segment-probe-evaluator,0.125,,,0.0000,0.2264,8
selective-gate-calibration,0.125,,,0.2500,0.3615,8
seq-trace-rebuild,0.125,,,0.1250,0.3197,8
shard-leveler-rules,0.125,,,1.0000,1.0000,8
sigil-arena-solver,0.125,,,0.2500,0.4620,8
signal-quorum-ledger,0.125,,,0.6250,0.6855,8
signalframe-cmake-packaging,0.125,,,0.6250,0.7375,8
silent-watch-drift,0.125,,,0.0000,0.1519,8
spawn-allocation-optimizer,0.125,,,0.2500,0.4698,8
spectrograph-stack-reducer,0.125,,,0.7500,0.8250,8
ssh-cert-admission-gate,0.125,,,0.3750,0.5107,8
sshfp-generation-replay,0.125,,,0.0000,0.2601,8
startlimit-restart-planner,0.125,,,0.8750,0.9085,8
stellar-periodometry-reduction,0.125,,,0.0000,0.2250,8
supply-chain-routing-cost,0.125,,,0.0000,0.0000,8
systemd-hardening-rollout,0.125,,,0.0000,0.2768,8
terraform-provider-triage,0.125,,,0.1250,0.3554,8
timed-metadata-recovery,0.125,,,0.2500,0.4328,8
tobacco-hurdle-ranking,0.125,,,0.6250,0.7150,8
trace-supersession-repair,0.125,,,0.7500,0.7835,8
trial-site-activation,0.125,,,0.6250,0.7278,8
trust-anchor-deny-fix,0.125,,,0.0000,0.2664,8
unio-spool-dispatcher,0.125,,,0.0000,0.2859,8
usage-metering-pipeline,0.125,,,0.0000,0.2978,8
vault-ancestry-repair,0.125,,,0.0000,0.2414,8
vaultmesh-retention-planner,0.125,,,0.0000,0.3000,8
vernier-tdc-calibration,0.125,,,0.2500,0.4681,8
virt-placement-audit,0.125,,,0.1250,0.3018,8
viterbi-decoder-implementation,0.125,,,1.0000,1.0000,8
wal-replay-reconciliation,0.125,,,0.3750,0.5625,8
water-rights-curtailment-risk,0.125,,,0.2500,0.3378,8
weld-quality-analyzer,0.125,,,0.2500,0.4000,8
well-development-planner,0.125,,,0.7500,0.7674,8
wellshift-replay-referee,0.125,,,0.0000,0.2826,8
xiangqi-perft-legal-moves,0.125,,,0.7500,0.7775,8
access-ledger-carry-fix,0.0,,,0.0000,0.2237,8
acl-merge-reverser,0.0,,,0.8750,0.8887,8
acme-keyring-replay,0.0,,,1.0000,0.9015,8
acoustic-panel-sizer,0.0,,,0.2500,0.3479,8
active-branch-drift,0.0,,,0.2500,0.4375,8
aggregate-erosion-reporter,0.0,,,0.0000,0.2766,8
albert-automl-pipeline,0.0,,,0.0000,0.2886,8
archery-shot-allocation,0.0,,,0.6250,0.6039,8
archive-indexer-repair,0.0,,,0.0000,0.2412,8
archive-link-closure,0.0,,,0.3750,0.5106,8
argument-injection-bypass,0.0,,,0.0000,0.2773,8
aromaticity-kekulize-replay,0.0,,,0.0000,0.2773,8
atlas-haproxy-gateway,0.0,,,0.0000,0.3000,8
atomic-import-rollup,0.0,,,0.6250,0.7000,8
auth-gateway-replay-hardening,0.0,,,0.1250,0.3781,8
auth-replay-hardening,0.0,,,0.2500,0.4698,8
authorization-bypass-remediation,0.0,,,0.0000,0.1846,8
authorized-keys-policy-repair,0.0,,,0.1250,0.3688,8
autofs-handbook-provision,0.0,,,0.0000,0.1500,8
backup-gc-resume-repair,0.0,,,0.0000,0.2953,8
bazel-build-planner,0.0,,,0.0000,0.2777,8
bazel-stamp-cache-report,0.0,,,0.7500,0.8198,8
bc-precision-report-sync,0.0,,,0.7500,0.8142,8
beamgate-snapshot-reconcile,0.0,,,0.7500,0.7234,8
benson-go-alive,0.0,,,0.1250,0.3350,8
benson-stone-counter,0.0,,,0.2500,0.3950,8
biofilm-modal-solver,0.0,,,0.0000,0.0732,8
bioreactor-oxygen-debt,0.0,,,0.7500,0.8180,8
birthweight-quantile-effects,0.0,,,0.0000,0.2459,8
block-aligned-delta-analyzer,0.0,,,0.0000,0.2886,8
bnn-report-calibration-fix,0.0,,,0.0000,0.2613,8
bom-order-trace-repair,0.0,,,0.3750,0.5417,8
brackenmoss-scorekeeper,0.0,,,0.0000,0.2386,8
bundle-accelerator-assignment,0.0,,,0.2500,0.4673,8
canal-command-planner,0.0,,,0.0000,0.2550,8
capability-revocation-membrane,0.0,,,0.0000,0.2949,8
caratheodory-design-reduction,0.0,,,0.0000,0.2562,8
cargo-schema-provenance,0.0,,,0.0000,0.2782,8
catalog-replay-coherence,0.0,,,0.0000,0.2784,8
censored-engagement-itt,0.0,,,0.8750,0.8884,8
ceram-coupon-allocation,0.0,,,0.7500,0.8042,8
cgroup-victim-link-audit,0.0,,,0.6250,0.7375,8
checkers-move-validation,0.0,,,0.6250,0.7375,8
chess960-castling-perft,0.0,,,0.0000,0.2856,8
choral-score-pipeline-fix,0.0,,,0.5000,0.6401,8
chronicle-proof-forgery,0.0,,,1.0000,0.9759,8
chronology-repair-cli,0.0,,,0.0000,0.2151,8
chrony-hardening-report,0.0,,,0.0000,0.2128,8
cidr-feed-reconciler,0.0,,,0.0000,0.2794,8
circuit-cycling-debug,0.0,,,0.8750,0.8942,8
clearance-authorization-docket,0.0,,,0.0000,0.2411,8
coffee-lot-sizer,0.0,,,0.3750,0.4664,8
cold-index-refresh-fix,0.0,,,0.0000,0.2418,8
colony-screening-optimizer,0.0,,,0.3750,0.5094,8
column-dp-protection,0.0,,,0.5000,0.5770,8
compound-anchor-rule-leak,0.0,,,0.1250,0.2662,8
continuum-resume-reconstruction,0.0,,,0.8750,0.8750,8
cose-envelope-auditor,0.0,,,0.7500,0.8138,8
crash-fingerprint-equivalence,0.0,,,0.0000,0.2900,8
crl-delta-merge-reconcile,0.0,,,0.0000,0.1952,8
croquet-score-audit,0.0,,,0.2500,0.4261,8
crush-depth-reconstruction,0.0,,,0.1250,0.2606,8
crystal-exfoliation-sizer,0.0,,,0.0000,0.1729,8
curve-muskingum-fix,0.0,,,0.0000,0.3000,8
cvd-valve-ramp-repair,0.0,,,0.5000,0.6450,8
damped-ligand-scoring,0.0,,,0.1250,0.3500,8
decimal-amortization-solver,0.0,,,0.8750,0.9031,8
decimal-arithmetic-engine,0.0,,,0.7500,0.7500,8
delegation-guard-drift,0.0,,,0.8750,0.7656,8
dependency-lock-reconciler,0.0,,,0.3750,0.3979,8
dependency-route-optimizer,0.0,,,1.0000,0.8554,8
dert-timeline-replay-fix,0.0,,,0.0000,0.2760,8
deterministic-date-parser,0.0,,,0.0000,0.2949,8
deterministic-replay-pipeline,0.0,,,0.0000,0.2925,8
dicom-uid-manifest-fix,0.0,,,0.1250,0.3532,8
digitlab-plan-reconcile,0.0,,,0.5000,0.6398,8
dnssec-trust-validator,0.0,,,0.1250,0.3327,8
dockerfile-canonical-parser,0.0,,,0.0000,0.3000,8
dpop-nonce-audit,0.0,,,0.1250,0.3366,8
drone-telemetry-reconcile,0.0,,,0.2500,0.4367,8
dual-camera-audio-sync,0.0,,,0.5000,0.5927,8
durnmere-scoresheet-replay,0.0,,,0.0000,0.2625,8
dwarf-root-reconciler,0.0,,,1.0000,0.9542,8
dynamic-leverage-gmm,0.0,,,0.1250,0.3659,8
egress-identity-adjudicator,0.0,,,0.0000,0.2684,8
esp-boot-counter-reconcile,0.0,,,0.0000,0.2784,8
feature-store-calibration-export,0.0,,,0.6250,0.7162,8
feeder-meter-analyzer,0.0,,,0.2500,0.4740,8
fellwick-scoresheet-replay,0.0,,,0.1250,0.3614,8
ffmpeg-filter-catalog-repair,0.0,,,0.0000,0.3000,8
fibgroup-cascade-seal,0.0,,,0.2500,0.4659,8
firewall-state-reconciler,0.0,,,0.8750,0.9000,8
firewall-trace-cli,0.0,,,0.0000,0.2972,8
flac-metadata-surgeon,0.0,,,0.1250,0.3737,8
flutter-dose-reconstruction,0.0,,,0.1250,0.2635,8
forest-bandit-policy-selection,0.0,,,0.5000,0.5717,8
frozen-bundle-audit,0.0,,,0.2500,0.3625,8
glasskeep-referee-adjudication,0.0,,,0.0000,0.3000,8
go-arena-victory,0.0,,,0.6250,0.6179,8
go-benson-life-judge,0.0,,,0.0000,0.0850,8
go-dead-stone-judge,0.0,,,0.6250,0.6625,8
goss-coupon-allocation,0.0,,,0.8750,0.8469,8
gpu-fairness-gate,0.0,,,0.3750,0.5454,8
grimsdyke-referee-replay,0.0,,,0.2500,0.4512,8
health-claim-adjudication,0.0,,,0.2500,0.3961,8
heart-logistic-evaluation,0.0,,,0.0000,0.2100,8
hilbert-tile-reconcile,0.0,,,0.0000,0.2222,8
hnsw-retrieval-calibration,0.0,,,0.2500,0.4270,8
holloway-game-referee,0.0,,,0.2500,0.4701,8
holt-winters-forecast,0.0,,,0.6250,0.5875,8
hybrid-neb-saddle-locator,0.0,,,0.6250,0.6741,8
hyphen-ranking-drift,0.0,,,0.2500,0.4418,8
image-location-redaction,0.0,,,0.0000,0.2492,8
incomplete-beta-logs,0.0,,,0.6250,0.7134,8
int8-fused-inference-fix,0.0,,,0.0000,0.2239,8
intentpath-viterbi-decoder,0.0,,,0.0000,0.2650,8
interval-fence-scan,0.0,,,0.0000,0.2549,8
interventional-cpdag-recovery,0.0,,,0.3750,0.5137,8
j48-classifier-endpoints,0.0,,,0.0000,0.2835,8
jsonl-record-merge-fix,0.0,,,0.0000,0.2453,8
kanidm-reauth-skew,0.0,,,0.0000,0.2901,8
kerala-card-scorer,0.0,,,0.2500,0.4464,8
kiln-emissions-validator,0.0,,,0.3750,0.5156,8
kms-rotation-pin-audit,0.0,,,0.5000,0.6290,8
knapsack-binary-recovery,0.0,,,1.0000,0.9237,8
lanterloo-referee-replay,0.0,,,0.0000,0.3000,8
lantern-court-cli,0.0,,,0.5000,0.6401,8
larvae-survival-planner,0.0,,,0.2500,0.4173,8
layout-forge-repair,0.0,,,1.0000,1.0000,8
laytime-ledger-replay,0.0,,,0.0000,0.3000,8
ledger-duel-referee,0.0,,,0.0000,0.3000,8
ledger-replay-artifacts,0.0,,,0.0000,0.2497,8
mail-spool-adjudicator,0.0,,,0.1250,0.3824,8
makao-trace-replayer,0.0,,,0.0000,0.2625,8
maltings-custody-repair,0.0,,,0.0000,0.2925,8
managed-drift-replay,0.0,,,0.3750,0.4190,8
mass-action-solver,0.0,,,0.6250,0.7175,8
maven-convergence-auditor,0.0,,,0.3750,0.5603,8
mcp-xor-seq-triage,0.0,,,0.5000,0.6356,8
microscopy-diffusion-stack,0.0,,,0.3750,0.5100,8
mirage-trace-audit-repair,0.0,,,1.0000,0.8057,8
mistral-cavern-referee,0.0,,,0.5000,0.6286,8
mlflow-jsonl-triage,0.0,,,0.0000,0.2425,8
mlflow-sigstore-verify,0.0,,,0.2500,0.4289,8
mlroute-policy-reconcile,0.0,,,0.0000,0.2194,8
modsecurity-crs-report,0.0,,,0.0000,0.2580,8
moisture-frame-replay,0.0,,,0.0000,0.2734,8
mortality-rate-transfer,0.0,,,0.7500,0.8121,8
museum-loan-audit,0.0,,,0.5000,0.5817,8
nft-shadow-chainfix,0.0,,,0.8750,0.8173,8
nginx-release-mirror,0.0,,,0.2500,0.4702,8
npm-tree-resolver,0.0,,,0.5000,0.6500,8
oasis-dispatch-reconcile,0.0,,,0.2500,0.4375,8
ocsp-staple-replay-ledger,0.0,,,0.3750,0.5277,8
offline-go-release-repair,0.0,,,0.0000,0.2625,8
offline-gradle-resolver,0.0,,,0.0000,0.2592,8
offline-repo-promotion-cert,0.0,,,0.0000,0.2795,8
offline-rop-audit-compiler,0.0,,,0.3750,0.5445,8
offload-trace-alignment,0.0,,,0.5000,0.6366,8
openapi-drift-analyzer,0.0,,,0.0000,0.2677,8
openmetrics-scrape-auditor,0.0,,,0.0000,0.2437,8
openpgp-inbound-verify,0.0,,,0.1250,0.3500,8
order-state-reckoning,0.0,,,0.0000,0.1441,8
otlp-span-forest-repair,0.0,,,0.5000,0.6008,8
packlock-resolution-planner,0.0,,,0.0000,0.2925,8
php-release-comparator,0.0,,,0.1250,0.3266,8
pin-migration-scheduler,0.0,,,0.2500,0.4400,8
pll-lock-reconstruction,0.0,,,0.1250,0.3549,8
pngcheck-ancillary-dump,0.0,,,1.0000,0.9956,8
poisoned-batch-exclusion,0.0,,,0.0000,0.2827,8
policy-swap-coverage-trace,0.0,,,0.0000,0.2232,8
popmon-outage-timers,0.0,,,0.1250,0.3781,8
postfix-routing-recovery,0.0,,,0.0000,0.0000,8
profile-api-revival,0.0,,,0.1250,0.3532,8
prometheus-alert-planner,0.0,,,0.0000,0.3000,8
promo-order-totals,0.0,,,0.3750,0.5325,8
protocol-downgrade-analyzer,0.0,,,0.0000,0.2278,8
pump-failure-calibration,0.0,,,0.2500,0.4475,8
qemu-compatibility-planner,0.0,,,0.0000,0.2379,8
quantile-sketch-ingest,0.0,,,0.6250,0.7324,8
quantized-inference-traces,0.0,,,0.5000,0.6406,8
quarry-block-plan,0.0,,,0.1250,0.3844,8
queue-reflection-output,0.0,,,0.1250,0.3676,8
quorum-linearizability-fix,0.0,,,0.6250,0.7375,8
radar-tilt-qc-reconcile,0.0,,,1.0000,0.9839,8
radio-slot-contention-audit,0.0,,,0.8750,0.9016,8
radon-exposure-reconstruction,0.0,,,0.7500,0.8221,8
railway-dispatch-scheduler,0.0,,,0.1250,0.2673,8
raman-thermometry-fix,0.0,,,0.8750,0.8161,8
rbac-netpol-remediation,0.0,,,0.0000,0.2725,8
rcid-vote-reconciler,0.0,,,0.2500,0.4329,8
real-algebraic-comparisons,0.0,,,0.1250,0.2497,8
receipt-shade-release,0.0,,,0.5000,0.6451,8
recipe-env-attribute,0.0,,,0.0000,0.2869,8
reconcile-lane-digest,0.0,,,0.0000,0.2369,8
recsel-output-parity,0.0,,,0.0000,0.1908,8
redirect-uri-authz,0.0,,,0.6250,0.6939,8
reefer-exception-reconciler,0.0,,,0.0000,0.3000,8
referrer-policy-emulator,0.0,,,0.2500,0.3921,8
relay-bay-dispatch-planner,0.0,,,0.8750,0.9125,8
replay-chain-convergence,0.0,,,0.3750,0.3391,8
resolver-lineage-replay,0.0,,,0.6250,0.7344,8
restore-logrotate-configs,0.0,,,0.7500,0.7978,8
retention-replay-digest,0.0,,,0.1250,0.3094,8
revenue-group-reconciliation,0.0,,,0.1250,0.3085,8
ridgectl-helix-export-integrity,0.0,,,0.5000,0.5288,8
riichi-hand-settlement,0.0,,,0.0000,0.2679,8
riskforge-simulator-repair,0.0,,,0.0000,0.0871,8
rivet-stamp-rebuild,0.0,,,0.0000,0.3000,8
rls-adwin-regret,0.0,,,0.3750,0.3345,8
robust-fastener-planner,0.0,,,0.0000,0.2648,8
robust-radar-dwell-planning,0.0,,,0.3750,0.5000,8
robust-sampling-allocation,0.0,,,0.5000,0.6500,8
robust-shot-planner,0.0,,,0.1250,0.2771,8
rollback-replay-determinism,0.0,,,0.3750,0.3783,8
rook-match-referee,0.0,,,0.2500,0.4750,8
rotation-precedence-audit,0.0,,,0.0000,0.2681,8
rotlog-compactor,0.0,,,0.0000,0.1972,8
rubber-seal-qualification,0.0,,,0.0000,0.1902,8
ruby-witness-gate-audit,0.0,,,0.1250,0.3650,8
safe-rl-cbf-grid-policy,0.0,,,0.0000,0.2625,8
saml-trust-hardening,0.0,,,0.1250,0.3433,8
sandbox-policy-broker,0.0,,,0.1250,0.3875,8
scala-scheduler-repair,0.0,,,0.5000,0.5785,8
scale-witness-replay-fix,0.0,,,0.1250,0.3266,8
scanner-viewer-provision,0.0,,,0.0000,0.2864,8
seal-allocation-risk,0.0,,,0.7500,0.8029,8
seal-graph-audit,0.0,,,0.6250,0.7010,8
secure-smux-tunnel,0.0,,,0.3750,0.5523,8
